"maintenance_id","event","total_cost","service","labor_hours"
"MAINT00002208","Preventive",439.47,"Routine Preventive",2.6
"MAINT00002209","Engine",2794.17,"Emergency Engine",5.8
"MAINT00002210","Inspection",125.01,"Scheduled Inspection",0.5
"MAINT00002211","Engine",3187.82,"Routine Engine",2.2
"MAINT00002212","Engine",1748.49,"Emergency Engine",2.4
"MAINT00002213","Tire",2964.88,"Scheduled Tire",6.3
"MAINT00002214","Brake",556.26,"Emergency Brake",4.1
"MAINT00002215","Preventive",721.77,"Routine Preventive",5.5
"MAINT00002216","Transmission",1052.66,"Routine Transmission",5.1
"MAINT00002217","Engine",2911.98,"Emergency Engine",1.8
"MAINT00002218","Preventive",615.67,"Routine Preventive",5.7
"MAINT00002219","Transmission",2305.10,"Routine Transmission",0.6
"MAINT00002220","Brake",2172.36,"Scheduled Brake",2.9
"MAINT00002221","Repair",2225.26,"Routine Repair",5.6
"MAINT00002222","Repair",662.53,"Scheduled Repair",1.4
"MAINT00002223","Brake",746.09,"Routine Brake",6.6
"MAINT00002224","Engine",497.95,"Scheduled Engine",0.6
"MAINT00002225","Brake",2680.99,"Scheduled Brake",3.1
"MAINT00002226","Inspection",651.51,"Scheduled Inspection",5.2
"MAINT00002227","Inspection",197.87,"Emergency Inspection",2.0
"MAINT00002228","Transmission",2454.48,"Scheduled Transmission",1.4
"MAINT00002229","Engine",1480.69,"Scheduled Engine",5.2
"MAINT00002230","Repair",660.62,"Scheduled Repair",4.7
"MAINT00002231","Brake",1461.14,"Scheduled Brake",5.1
"MAINT00002232","Engine",3953.71,"Emergency Engine",5.2
"MAINT00002233","Tire",3909.98,"Emergency Tire",5.8
"MAINT00002234","Engine",3625.18,"Scheduled Engine",3.8
"MAINT00002235","Preventive",2163.34,"Routine Preventive",6.0
"MAINT00002236","Inspection",716.30,"Routine Inspection",7.2
"MAINT00002237","Brake",1277.18,"Emergency Brake",5.4
"MAINT00002238","Brake",2082.38,"Scheduled Brake",1.3
"MAINT00002239","Preventive",2138.31,"Routine Preventive",1.7
"MAINT00002240","Inspection",381.27,"Emergency Inspection",3.3
"MAINT00002241","Repair",2802.34,"Emergency Repair",6.0
"MAINT00002242","Repair",1497.62,"Emergency Repair",6.0
"MAINT00002243","Brake",3929.93,"Scheduled Brake",4.3
"MAINT00002244","Inspection",414.49,"Routine Inspection",3.6
"MAINT00002245","Inspection",488.28,"Routine Inspection",4.5
"MAINT00002246","Brake",4185.30,"Scheduled Brake",7.9
"MAINT00002247","Engine",2287.45,"Emergency Engine",4.9
"MAINT00002248","Transmission",4233.00,"Routine Transmission",7.0
"MAINT00002249","Preventive",1274.36,"Emergency Preventive",2.1
"MAINT00002250","Repair",2273.56,"Routine Repair",2.9
"MAINT00002251","Engine",814.36,"Scheduled Engine",6.2
"MAINT00002252","Engine",3404.91,"Routine Engine",4.0
"MAINT00002253","Brake",2592.18,"Routine Brake",3.3
"MAINT00002254","Transmission",2424.05,"Routine Transmission",2.6
"MAINT00002255","Repair",1243.19,"Scheduled Repair",2.2
"MAINT00002256","Brake",2122.47,"Emergency Brake",3.4
"MAINT00002257","Repair",3870.86,"Scheduled Repair",6.6
"MAINT00002258","Tire",3918.67,"Emergency Tire",6.4
"MAINT00002259","Preventive",677.88,"Emergency Preventive",5.5
"MAINT00002260","Tire",2145.47,"Scheduled Tire",0.5
"MAINT00002261","Inspection",74.60,"Emergency Inspection",0.5
"MAINT00002262","Inspection",776.01,"Scheduled Inspection",6.4
"MAINT00002263","Repair",564.37,"Scheduled Repair",2.6
"MAINT00002264","Tire",761.07,"Scheduled Tire",1.8
"MAINT00002265","Inspection",595.38,"Scheduled Inspection",5.2
"MAINT00002266","Preventive",3684.75,"Routine Preventive",7.4
"MAINT00002267","Tire",2416.08,"Routine Tire",2.0
"MAINT00002268","Engine",1834.70,"Scheduled Engine",2.6
"MAINT00002269","Inspection",465.35,"Emergency Inspection",2.9
"MAINT00002270","Brake",2843.63,"Scheduled Brake",0.6
"MAINT00002271","Transmission",990.17,"Scheduled Transmission",7.8
"MAINT00002272","Transmission",3141.13,"Routine Transmission",6.0
"MAINT00002273","Brake",3113.53,"Emergency Brake",4.8
"MAINT00002274","Transmission",2178.97,"Scheduled Transmission",5.1
"MAINT00002275","Brake",2750.15,"Routine Brake",3.8
"MAINT00002276","Preventive",2023.31,"Routine Preventive",0.9
"MAINT00002277","Brake",4009.54,"Emergency Brake",6.7
"MAINT00002278","Repair",1766.39,"Scheduled Repair",3.3
"MAINT00002279","Tire",3900.20,"Scheduled Tire",5.4
"MAINT00002280","Brake",2513.94,"Scheduled Brake",7.6
"MAINT00002281","Preventive",939.19,"Emergency Preventive",3.6
"MAINT00002282","Repair",2972.25,"Routine Repair",6.7
"MAINT00002283","Preventive",2241.90,"Emergency Preventive",5.5
"MAINT00002284","Transmission",3273.77,"Emergency Transmission",4.3
"MAINT00002285","Inspection",563.48,"Routine Inspection",4.7
"MAINT00002286","Transmission",3252.27,"Scheduled Transmission",3.4
"MAINT00002287","Inspection",693.42,"Scheduled Inspection",5.4
"MAINT00002288","Engine",2858.79,"Emergency Engine",5.9
"MAINT00002289","Tire",4048.34,"Emergency Tire",7.5
"MAINT00002290","Preventive",1904.65,"Scheduled Preventive",1.0
"MAINT00002291","Repair",219.44,"Emergency Repair",1.4
"MAINT00002292","Preventive",2892.05,"Scheduled Preventive",3.9
"MAINT00002293","Transmission",1629.77,"Emergency Transmission",6.0
"MAINT00002294","Inspection",629.91,"Emergency Inspection",4.7
"MAINT00002295","Inspection",525.62,"Scheduled Inspection",5.0
"MAINT00002296","Preventive",3145.51,"Routine Preventive",0.8
"MAINT00002297","Engine",713.04,"Scheduled Engine",6.3
"MAINT00002298","Preventive",3534.04,"Scheduled Preventive",5.1
"MAINT00002299","Tire",3922.78,"Emergency Tire",3.7
"MAINT00002300","Brake",1219.82,"Scheduled Brake",6.9
"MAINT00002301","Preventive",834.24,"Routine Preventive",3.6
"MAINT00002302","Engine",1526.59,"Routine Engine",6.1
"MAINT00002303","Brake",3420.07,"Routine Brake",5.4
"MAINT00002304","Brake",2257.53,"Emergency Brake",6.5
"MAINT00002305","Transmission",1328.01,"Scheduled Transmission",1.5
"MAINT00002306","Transmission",3655.04,"Scheduled Transmission",2.0
"MAINT00002307","Repair",2114.15,"Emergency Repair",7.8
"MAINT00002308","Transmission",2532.66,"Emergency Transmission",2.4
"MAINT00002309","Repair",1457.33,"Scheduled Repair",4.5
"MAINT00002310","Engine",2456.49,"Emergency Engine",4.8
"MAINT00002311","Engine",2153.93,"Emergency Engine",5.0
"MAINT00002312","Preventive",200.70,"Routine Preventive",0.7
"MAINT00002313","Transmission",709.65,"Emergency Transmission",1.0
"MAINT00002314","Tire",1819.87,"Emergency Tire",6.0
"MAINT00002315","Inspection",546.64,"Scheduled Inspection",5.7
"MAINT00002316","Engine",2288.97,"Scheduled Engine",1.5
"MAINT00002317","Repair",4079.18,"Emergency Repair",6.8
"MAINT00002318","Engine",1085.36,"Scheduled Engine",2.0
"MAINT00002319","Transmission",3390.50,"Emergency Transmission",7.4
"MAINT00002320","Engine",3027.00,"Scheduled Engine",4.2
"MAINT00002321","Brake",719.66,"Emergency Brake",2.8
"MAINT00002322","Brake",517.82,"Emergency Brake",4.2
"MAINT00002323","Transmission",1130.43,"Emergency Transmission",4.6
"MAINT00002324","Tire",3513.05,"Routine Tire",2.0
"MAINT00002325","Transmission",3304.95,"Scheduled Transmission",5.6
"MAINT00002326","Engine",3258.95,"Scheduled Engine",0.8
"MAINT00002327","Engine",730.98,"Scheduled Engine",2.0
"MAINT00002328","Preventive",940.41,"Scheduled Preventive",2.3
"MAINT00002329","Preventive",3858.82,"Routine Preventive",5.6
"MAINT00002330","Inspection",647.17,"Routine Inspection",4.8
"MAINT00002331","Preventive",487.16,"Emergency Preventive",3.7
"MAINT00002332","Transmission",3264.43,"Emergency Transmission",3.0
"MAINT00002333","Repair",1566.34,"Scheduled Repair",2.4
"MAINT00002334","Transmission",2462.69,"Scheduled Transmission",6.8
"MAINT00002335","Inspection",946.91,"Emergency Inspection",6.7
"MAINT00002336","Inspection",162.27,"Routine Inspection",0.8
"MAINT00002337","Transmission",3867.84,"Scheduled Transmission",5.1
"MAINT00002338","Transmission",908.45,"Routine Transmission",5.8
"MAINT00002339","Inspection",549.41,"Routine Inspection",4.2
"MAINT00002340","Inspection",387.04,"Scheduled Inspection",3.0
"MAINT00002341","Brake",2497.13,"Emergency Brake",6.6
"MAINT00002342","Inspection",648.06,"Routine Inspection",4.8
"MAINT00002343","Tire",1148.31,"Emergency Tire",5.8
"MAINT00002344","Inspection",770.21,"Emergency Inspection",5.7
"MAINT00002345","Preventive",3561.04,"Routine Preventive",3.4
"MAINT00002346","Tire",1775.44,"Routine Tire",4.7
"MAINT00002347","Inspection",505.07,"Emergency Inspection",3.7
"MAINT00002348","Brake",3849.89,"Routine Brake",6.9
"MAINT00002349","Engine",2697.59,"Scheduled Engine",2.3
"MAINT00002350","Brake",1728.48,"Emergency Brake",6.4
"MAINT00002351","Brake",2738.42,"Routine Brake",4.4
"MAINT00002352","Inspection",545.23,"Emergency Inspection",4.8
"MAINT00002353","Brake",1355.30,"Routine Brake",1.0
"MAINT00002354","Repair",2385.15,"Routine Repair",4.8
"MAINT00002355","Tire",1209.71,"Routine Tire",1.4
"MAINT00002356","Repair",3887.57,"Emergency Repair",5.6
"MAINT00002357","Engine",2151.91,"Scheduled Engine",6.5
"MAINT00002358","Preventive",3926.50,"Emergency Preventive",7.7
"MAINT00002359","Tire",2771.22,"Scheduled Tire",7.4
"MAINT00002360","Brake",2204.66,"Emergency Brake",1.2
"MAINT00002361","Transmission",1205.57,"Scheduled Transmission",4.8
"MAINT00002362","Repair",881.76,"Routine Repair",5.0
"MAINT00002363","Inspection",812.03,"Emergency Inspection",7.7
"MAINT00002364","Brake",3371.27,"Scheduled Brake",0.9
"MAINT00002365","Tire",3278.64,"Routine Tire",5.5
"MAINT00002366","Inspection",513.33,"Routine Inspection",3.8
"MAINT00002367","Repair",946.01,"Scheduled Repair",5.9
"MAINT00002368","Engine",575.18,"Scheduled Engine",3.7
"MAINT00002369","Preventive",2593.27,"Emergency Preventive",7.7
"MAINT00002370","Transmission",2804.13,"Scheduled Transmission",4.5
"MAINT00002371","Preventive",3155.10,"Emergency Preventive",4.8
"MAINT00002372","Preventive",2879.18,"Routine Preventive",1.6
"MAINT00002373","Transmission",2337.11,"Scheduled Transmission",2.9
"MAINT00002374","Transmission",2362.14,"Emergency Transmission",7.6
"MAINT00002375","Engine",2203.90,"Scheduled Engine",3.3
"MAINT00002376","Transmission",2802.13,"Routine Transmission",6.6
"MAINT00002377","Repair",2997.18,"Routine Repair",5.3
"MAINT00002378","Brake",3005.75,"Routine Brake",7.4
"MAINT00002379","Brake",3520.09,"Scheduled Brake",8.0
"MAINT00002380","Engine",973.57,"Scheduled Engine",7.3
"MAINT00002381","Tire",1672.03,"Scheduled Tire",0.9
"MAINT00002382","Tire",1626.18,"Routine Tire",5.0
"MAINT00002383","Preventive",2667.34,"Emergency Preventive",3.4
"MAINT00002384","Transmission",2185.97,"Routine Transmission",0.5
"MAINT00002385","Transmission",3277.67,"Scheduled Transmission",4.7
"MAINT00002386","Repair",3792.81,"Routine Repair",5.1
"MAINT00002387","Repair",1355.98,"Scheduled Repair",0.5
"MAINT00002388","Inspection",713.06,"Routine Inspection",5.5
"MAINT00002389","Transmission",268.84,"Emergency Transmission",0.6
"MAINT00002390","Tire",1215.08,"Scheduled Tire",5.1
"MAINT00002391","Tire",2172.70,"Scheduled Tire",6.3
"MAINT00002392","Tire",2225.31,"Emergency Tire",2.9
"MAINT00002393","Repair",1079.47,"Scheduled Repair",1.3
"MAINT00002394","Transmission",490.61,"Emergency Transmission",1.9
"MAINT00002395","Transmission",1749.55,"Scheduled Transmission",4.4
"MAINT00002396","Repair",2615.53,"Routine Repair",2.6
"MAINT00002397","Brake",2493.17,"Emergency Brake",2.0
"MAINT00002398","Tire",784.45,"Scheduled Tire",2.9
"MAINT00002399","Tire",2524.74,"Emergency Tire",7.9
"MAINT00002400","Preventive",2573.11,"Routine Preventive",2.3
"MAINT00002401","Brake",1338.00,"Scheduled Brake",0.6
"MAINT00002402","Engine",2885.69,"Routine Engine",4.0
"MAINT00002403","Inspection",635.17,"Scheduled Inspection",5.6
"MAINT00002404","Tire",1721.64,"Routine Tire",2.3
"MAINT00002405","Preventive",3225.74,"Scheduled Preventive",2.2
"MAINT00002406","Brake",1358.61,"Routine Brake",6.6
"MAINT00002407","Repair",3751.12,"Emergency Repair",5.0
"MAINT00002408","Preventive",435.58,"Emergency Preventive",1.7
"MAINT00002409","Brake",2477.95,"Scheduled Brake",1.9
"MAINT00002410","Tire",2785.53,"Scheduled Tire",6.1
"MAINT00002411","Transmission",2636.84,"Scheduled Transmission",4.1
"MAINT00002412","Engine",751.27,"Scheduled Engine",2.9
"MAINT00002413","Tire",2484.27,"Routine Tire",0.7
"MAINT00002414","Inspection",695.56,"Routine Inspection",7.1
"MAINT00002415","Transmission",2049.81,"Scheduled Transmission",1.5
"MAINT00002416","Transmission",2137.39,"Emergency Transmission",3.7
"MAINT00002417","Brake",979.21,"Emergency Brake",6.3
"MAINT00002418","Inspection",380.52,"Emergency Inspection",2.7
"MAINT00002419","Tire",2052.17,"Routine Tire",1.2
"MAINT00002420","Brake",2703.53,"Routine Brake",7.1
"MAINT00002421","Inspection",482.16,"Scheduled Inspection",3.7
"MAINT00002422","Brake",2741.38,"Scheduled Brake",6.3
"MAINT00002423","Inspection",227.74,"Emergency Inspection",1.0
"MAINT00002424","Preventive",1585.32,"Scheduled Preventive",2.3
"MAINT00002425","Engine",2301.08,"Scheduled Engine",1.5
"MAINT00002426","Transmission",2115.21,"Routine Transmission",2.2
"MAINT00002427","Preventive",480.40,"Scheduled Preventive",2.5
"MAINT00002428","Transmission",2588.63,"Scheduled Transmission",2.4
"MAINT00002429","Preventive",2997.16,"Emergency Preventive",3.0
"MAINT00002430","Repair",1199.80,"Emergency Repair",5.5
"MAINT00002431","Transmission",3476.43,"Scheduled Transmission",3.1
"MAINT00002432","Inspection",611.22,"Emergency Inspection",4.9
"MAINT00002433","Engine",1963.56,"Scheduled Engine",2.0
"MAINT00002434","Engine",1489.69,"Scheduled Engine",6.6
"MAINT00002435","Brake",3439.71,"Routine Brake",7.2
"MAINT00002436","Repair",3024.42,"Scheduled Repair",7.4
"MAINT00002437","Transmission",1711.49,"Scheduled Transmission",3.6
"MAINT00002438","Inspection",344.66,"Emergency Inspection",1.9
"MAINT00002439","Repair",3259.23,"Scheduled Repair",6.7
"MAINT00002440","Preventive",744.32,"Emergency Preventive",2.4
"MAINT00002441","Tire",862.52,"Routine Tire",5.5
"MAINT00002442","Preventive",3324.45,"Routine Preventive",4.0
"MAINT00002443","Inspection",115.26,"Scheduled Inspection",1.1
"MAINT00002444","Brake",1163.00,"Scheduled Brake",4.6
"MAINT00002445","Preventive",2610.90,"Scheduled Preventive",1.0
"MAINT00002446","Brake",1327.14,"Emergency Brake",3.1
"MAINT00002447","Transmission",1465.63,"Scheduled Transmission",0.8
"MAINT00002448","Brake",1882.99,"Emergency Brake",6.0
"MAINT00002449","Engine",259.01,"Emergency Engine",1.4
"MAINT00002450","Repair",395.38,"Routine Repair",1.5
"MAINT00002451","Transmission",1919.34,"Routine Transmission",1.3
"MAINT00002452","Tire",1578.69,"Routine Tire",0.7
"MAINT00002453","Preventive",2280.96,"Scheduled Preventive",0.6
"MAINT00002454","Repair",2487.37,"Scheduled Repair",2.5
"MAINT00002455","Repair",1354.16,"Emergency Repair",4.2
"MAINT00002456","Repair",1585.86,"Emergency Repair",2.0
"MAINT00002457","Tire",1063.72,"Scheduled Tire",5.1
"MAINT00002458","Preventive",3165.27,"Scheduled Preventive",2.1
"MAINT00002459","Inspection",204.73,"Routine Inspection",1.7
"MAINT00002460","Repair",3369.48,"Scheduled Repair",5.5
"MAINT00002461","Transmission",2823.79,"Emergency Transmission",4.2
"MAINT00002462","Tire",3384.75,"Emergency Tire",7.3
"MAINT00002463","Engine",989.08,"Scheduled Engine",7.4
"MAINT00002464","Inspection",344.82,"Routine Inspection",3.6
"MAINT00002465","Transmission",1872.53,"Emergency Transmission",3.1
"MAINT00002466","Inspection",826.12,"Scheduled Inspection",6.8
"MAINT00002467","Transmission",1613.43,"Scheduled Transmission",1.0
"MAINT00002468","Engine",1200.55,"Routine Engine",1.8
"MAINT00002469","Preventive",1310.47,"Scheduled Preventive",0.8
"MAINT00002470","Inspection",242.65,"Scheduled Inspection",2.0
"MAINT00002471","Brake",3757.86,"Routine Brake",3.5
"MAINT00002472","Transmission",2995.43,"Emergency Transmission",3.9
"MAINT00002473","Engine",3761.21,"Emergency Engine",6.1
"MAINT00002474","Brake",1918.34,"Emergency Brake",1.7
"MAINT00002475","Engine",2389.71,"Routine Engine",1.6
"MAINT00002476","Brake",1393.79,"Emergency Brake",3.3
"MAINT00002477","Preventive",3554.74,"Emergency Preventive",5.6
"MAINT00002478","Tire",1483.40,"Scheduled Tire",5.3
"MAINT00002479","Engine",3981.65,"Routine Engine",6.8
"MAINT00002480","Inspection",858.90,"Routine Inspection",7.1
"MAINT00002481","Repair",2273.54,"Scheduled Repair",6.0
"MAINT00002482","Transmission",3487.77,"Emergency Transmission",4.0
"MAINT00002483","Repair",3489.11,"Scheduled Repair",0.9
"MAINT00002484","Transmission",3343.52,"Emergency Transmission",7.6
"MAINT00002485","Brake",843.25,"Routine Brake",6.6
"MAINT00002486","Brake",3822.55,"Emergency Brake",7.2
"MAINT00002487","Inspection",945.26,"Scheduled Inspection",7.5
"MAINT00002488","Inspection",730.78,"Emergency Inspection",6.1
"MAINT00002489","Repair",2000.35,"Scheduled Repair",7.6
"MAINT00002490","Transmission",1943.53,"Emergency Transmission",8.0
"MAINT00002491","Engine",2374.79,"Scheduled Engine",2.9
"MAINT00002492","Engine",3000.68,"Scheduled Engine",5.3
"MAINT00002493","Inspection",617.04,"Emergency Inspection",4.8
"MAINT00002494","Brake",2593.33,"Emergency Brake",7.2
"MAINT00002495","Preventive",879.62,"Scheduled Preventive",3.7
"MAINT00002496","Transmission",286.36,"Scheduled Transmission",0.7
"MAINT00002497","Preventive",2053.53,"Routine Preventive",2.7
"MAINT00002498","Inspection",527.82,"Scheduled Inspection",5.1
"MAINT00002499","Preventive",1760.36,"Routine Preventive",4.3
"MAINT00002500","Brake",4147.20,"Scheduled Brake",7.0
"MAINT00002501","Inspection",291.46,"Emergency Inspection",2.7
"MAINT00002502","Tire",1733.73,"Scheduled Tire",3.4
"MAINT00002503","Preventive",1630.10,"Scheduled Preventive",7.7
"MAINT00002504","Engine",673.54,"Routine Engine",0.8
"MAINT00002505","Inspection",277.45,"Emergency Inspection",2.2
"MAINT00002506","Inspection",705.19,"Routine Inspection",6.1
"MAINT00002507","Engine",3284.16,"Emergency Engine",2.6
"MAINT00002508","Preventive",1433.36,"Emergency Preventive",7.9
"MAINT00002509","Brake",1693.02,"Routine Brake",1.5
"MAINT00002510","Engine",2203.54,"Emergency Engine",4.9
"MAINT00002511","Tire",3011.14,"Emergency Tire",3.9
"MAINT00002512","Transmission",1360.93,"Routine Transmission",2.3
"MAINT00002513","Repair",1781.52,"Emergency Repair",5.4
"MAINT00002514","Transmission",3624.30,"Scheduled Transmission",6.9
"MAINT00002515","Repair",3264.84,"Emergency Repair",5.9
"MAINT00002516","Tire",1873.34,"Scheduled Tire",4.4
"MAINT00002517","Repair",1758.88,"Scheduled Repair",7.3
"MAINT00002518","Inspection",198.44,"Emergency Inspection",0.8
"MAINT00002519","Repair",1102.47,"Emergency Repair",0.8
"MAINT00002520","Inspection",619.94,"Emergency Inspection",4.9
"MAINT00002521","Repair",2464.58,"Routine Repair",1.6
"MAINT00002522","Inspection",550.90,"Routine Inspection",5.1
"MAINT00002523","Brake",1304.85,"Routine Brake",5.7
"MAINT00002524","Repair",869.26,"Emergency Repair",6.9
"MAINT00002525","Engine",676.97,"Emergency Engine",4.0
"MAINT00002526","Tire",806.86,"Emergency Tire",1.8
"MAINT00002527","Brake",2244.62,"Scheduled Brake",7.9
"MAINT00002528","Tire",3497.91,"Emergency Tire",5.9
"MAINT00002529","Brake",3775.80,"Emergency Brake",7.3
"MAINT00002530","Tire",2701.15,"Scheduled Tire",7.0
"MAINT00002531","Preventive",2881.15,"Scheduled Preventive",1.2
"MAINT00002532","Repair",3893.05,"Scheduled Repair",6.4
"MAINT00002533","Tire",2515.24,"Emergency Tire",3.4
"MAINT00002534","Engine",2819.18,"Routine Engine",3.2
"MAINT00002535","Tire",1689.42,"Emergency Tire",5.1
"MAINT00002536","Transmission",1755.70,"Routine Transmission",4.6
"MAINT00002537","Inspection",915.45,"Scheduled Inspection",6.6
"MAINT00002538","Preventive",2735.87,"Routine Preventive",1.4
"MAINT00002539","Engine",3525.33,"Emergency Engine",6.5
"MAINT00002540","Engine",721.56,"Routine Engine",4.2
"MAINT00002541","Brake",3266.48,"Scheduled Brake",1.1
"MAINT00002542","Tire",1234.53,"Scheduled Tire",2.1
"MAINT00002543","Preventive",2552.51,"Scheduled Preventive",4.0
"MAINT00002544","Repair",2791.17,"Routine Repair",2.6
"MAINT00002545","Engine",1290.31,"Routine Engine",5.9
"MAINT00002546","Brake",434.75,"Emergency Brake",3.0
"MAINT00002547","Repair",1792.62,"Routine Repair",3.6
"MAINT00002548","Inspection",105.39,"Scheduled Inspection",0.9
"MAINT00002549","Brake",2433.33,"Routine Brake",7.2
"MAINT00002550","Preventive",3079.42,"Scheduled Preventive",3.8
"MAINT00002551","Inspection",693.73,"Emergency Inspection",4.6
"MAINT00002552","Transmission",2698.02,"Routine Transmission",2.5
"MAINT00002553","Brake",3055.15,"Scheduled Brake",2.4
"MAINT00002554","Tire",1331.22,"Emergency Tire",3.3
"MAINT00002555","Repair",2426.71,"Emergency Repair",6.2
"MAINT00002556","Preventive",2563.75,"Emergency Preventive",3.3
"MAINT00002557","Transmission",861.08,"Scheduled Transmission",1.3
"MAINT00002558","Tire",862.92,"Emergency Tire",1.9
"MAINT00002559","Transmission",1028.57,"Emergency Transmission",1.8
"MAINT00002560","Inspection",411.68,"Scheduled Inspection",4.4
"MAINT00002561","Tire",2466.06,"Emergency Tire",5.4
"MAINT00002562","Preventive",2794.71,"Scheduled Preventive",2.0
"MAINT00002739","Brake",2646.53,"Routine Brake",5.1
"MAINT00002563","Preventive",896.61,"Scheduled Preventive",1.6
"MAINT00002564","Inspection",304.60,"Scheduled Inspection",1.9
"MAINT00002565","Brake",2023.23,"Emergency Brake",1.6
"MAINT00002566","Transmission",2215.36,"Emergency Transmission",6.9
"MAINT00002567","Engine",4084.71,"Routine Engine",5.6
"MAINT00002568","Brake",1203.86,"Scheduled Brake",2.4
"MAINT00002569","Inspection",232.77,"Routine Inspection",1.8
"MAINT00002570","Transmission",2441.96,"Routine Transmission",3.9
"MAINT00002571","Transmission",713.39,"Scheduled Transmission",3.7
"MAINT00002572","Brake",1034.17,"Scheduled Brake",3.9
"MAINT00002573","Preventive",772.21,"Scheduled Preventive",4.8
"MAINT00002574","Transmission",2005.32,"Emergency Transmission",7.5
"MAINT00002575","Transmission",1700.27,"Scheduled Transmission",3.8
"MAINT00002576","Engine",3070.22,"Routine Engine",6.3
"MAINT00002577","Preventive",2485.35,"Scheduled Preventive",2.7
"MAINT00002578","Preventive",1508.16,"Routine Preventive",2.4
"MAINT00002579","Transmission",3194.62,"Emergency Transmission",4.5
"MAINT00002580","Inspection",330.93,"Routine Inspection",3.0
"MAINT00002581","Tire",3615.56,"Emergency Tire",7.6
"MAINT00002582","Transmission",2238.33,"Scheduled Transmission",2.9
"MAINT00002583","Brake",3604.62,"Emergency Brake",7.6
"MAINT00002584","Engine",470.04,"Emergency Engine",2.2
"MAINT00002585","Transmission",3780.77,"Routine Transmission",5.8
"MAINT00002586","Inspection",75.76,"Routine Inspection",0.6
"MAINT00002587","Transmission",2277.86,"Routine Transmission",6.5
"MAINT00002588","Transmission",2525.14,"Emergency Transmission",4.2
"MAINT00002589","Repair",805.50,"Routine Repair",7.3
"MAINT00002590","Engine",2329.41,"Emergency Engine",6.8
"MAINT00002591","Preventive",3600.83,"Routine Preventive",5.8
"MAINT00002592","Transmission",578.57,"Emergency Transmission",1.1
"MAINT00002593","Inspection",474.00,"Routine Inspection",4.0
"MAINT00002594","Transmission",2747.18,"Routine Transmission",3.0
"MAINT00002595","Brake",2514.91,"Routine Brake",0.6
"MAINT00002596","Tire",658.09,"Scheduled Tire",1.5
"MAINT00002597","Repair",3660.24,"Routine Repair",4.0
"MAINT00002598","Tire",598.48,"Emergency Tire",1.1
"MAINT00002599","Repair",593.31,"Emergency Repair",4.6
"MAINT00002600","Repair",3597.89,"Emergency Repair",5.8
"MAINT00002601","Tire",1274.56,"Emergency Tire",4.1
"MAINT00002602","Transmission",3729.14,"Scheduled Transmission",3.2
"MAINT00002603","Transmission",2232.60,"Emergency Transmission",1.6
"MAINT00002604","Preventive",2264.66,"Emergency Preventive",4.1
"MAINT00002605","Repair",687.96,"Routine Repair",4.5
"MAINT00002606","Inspection",510.92,"Scheduled Inspection",3.3
"MAINT00002607","Engine",1024.24,"Routine Engine",7.1
"MAINT00002608","Engine",3537.03,"Emergency Engine",1.8
"MAINT00002609","Transmission",2061.24,"Routine Transmission",0.7
"MAINT00002610","Transmission",1768.69,"Scheduled Transmission",0.7
"MAINT00002611","Engine",2826.12,"Routine Engine",4.6
"MAINT00002612","Repair",1101.84,"Routine Repair",3.9
"MAINT00002613","Transmission",1661.75,"Routine Transmission",2.6
"MAINT00002614","Repair",520.40,"Scheduled Repair",3.5
"MAINT00002615","Brake",3252.90,"Emergency Brake",1.9
"MAINT00002616","Inspection",950.78,"Scheduled Inspection",7.4
"MAINT00002617","Inspection",528.51,"Emergency Inspection",4.5
"MAINT00002618","Transmission",1085.93,"Routine Transmission",7.6
"MAINT00002619","Inspection",474.56,"Emergency Inspection",5.1
"MAINT00002620","Engine",1886.13,"Emergency Engine",4.3
"MAINT00002621","Engine",4072.16,"Routine Engine",7.3
"MAINT00002622","Inspection",833.39,"Emergency Inspection",6.2
"MAINT00002623","Inspection",715.59,"Scheduled Inspection",5.7
"MAINT00002624","Transmission",2515.73,"Emergency Transmission",1.1
"MAINT00002625","Preventive",3552.32,"Scheduled Preventive",2.7
"MAINT00002626","Brake",3192.19,"Scheduled Brake",0.7
"MAINT00002627","Brake",1355.89,"Routine Brake",2.6
"MAINT00002628","Engine",2921.34,"Scheduled Engine",4.5
"MAINT00002629","Engine",2074.41,"Scheduled Engine",3.7
"MAINT00002630","Tire",2849.62,"Scheduled Tire",5.3
"MAINT00002631","Tire",1381.70,"Emergency Tire",7.8
"MAINT00002632","Tire",3989.66,"Emergency Tire",5.9
"MAINT00002633","Inspection",678.17,"Routine Inspection",4.7
"MAINT00002634","Tire",895.81,"Scheduled Tire",0.6
"MAINT00002635","Repair",3900.02,"Emergency Repair",7.0
"MAINT00002636","Repair",1446.24,"Scheduled Repair",2.6
"MAINT00002637","Repair",1941.68,"Emergency Repair",4.7
"MAINT00002638","Preventive",3671.63,"Routine Preventive",4.8
"MAINT00002639","Engine",3227.91,"Emergency Engine",1.2
"MAINT00002640","Engine",4055.74,"Routine Engine",6.0
"MAINT00002641","Repair",1217.63,"Emergency Repair",4.5
"MAINT00002642","Inspection",857.26,"Routine Inspection",7.2
"MAINT00002643","Inspection",587.77,"Emergency Inspection",4.1
"MAINT00002644","Inspection",415.41,"Emergency Inspection",2.8
"MAINT00002645","Repair",1118.05,"Routine Repair",0.9
"MAINT00002646","Inspection",837.70,"Scheduled Inspection",7.8
